Post ID,Product Brand,Sentiment Score,battery,camera,screen,performance,design,software,display,speaker,battery life,camera quality
169,Google Pixel,0.0,,,,,,,,,,
583,Google Pixel,-0.25,,,3.0,,,2.0,,,,
2485,Google Pixel,-0.2,,,,,,,,,,
3440,Google Pixel,0.7,,,,,,,,,,
492,Google Pixel,0.8,,,,,,,,,,
661,Google Pixel,-0.75,,,3.0,,,,,,,
1129,Google Pixel,-0.1,,2.0,,,,,,,,
1527,Google Pixel,-0.5,,,,,,2.0,,,,
1680,Google Pixel,0.2,,,3.0,5.0,4.0,5.0,,4.0,4.0,5.0
1840,Google Pixel,0.3333333333333333,,4.0,,3.0,,,,,,
2164,Google Pixel,0.2,,,,,,,,,,
3216,Google Pixel,-0.125,,,,,,,,,,
3307,Google Pixel,0.0,,,,,,,,,,
3331,Google Pixel,0.4,,,4.0,,,,,,,
3543,Google Pixel,-0.8,,,,,,1.0,,,,
4410,Google Pixel,-0.3,2.0,,,,,,,,,
1056,Google Pixel,0.2,,,,,3.0,4.0,,,,
1530,Google Pixel,0.8,,,,,,,,,,
1919,Google Pixel,-0.7,,,,,,,,,,
2251,Google Pixel,-0.2,,,,5.0,5.0,2.0,5.0,4.0,5.0,5.0
2294,Google Pixel,0.25,,,,,,,,,,
2526,Google Pixel,0.08,,,,,,,,,,
2898,Google Pixel,-0.6667,1.0,,,,,,,,,
3636,Google Pixel,0.0,,,,,,,,,,
3989,Google Pixel,-0.5,,,,,,,,,,
4343,Google Pixel,0.2,,,,,,3.0,,,,
4453,Google Pixel,-0.9,,,1.0,,,,,,,
4537,Google Pixel,-0.1,,,,,,,,,,
934,Google Pixel,0.0,,,,,,,,,,
984,Google Pixel,0.2,,,,,,3.0,,,,
1288,Google Pixel,0.0,,,,,,,,,,
1377,Google Pixel,0.0,,,,,,,,,,
1513,Google Pixel,0.375,,4.0,,,,,,,,
1979,Google Pixel,-0.3333,,,,,,2.0,,,,
1987,Google Pixel,1.0,,5.0,,,,,,,,
2722,Google Pixel,-0.25,,2.0,,,,,,,,
2951,Google Pixel,-0.1,3.0,,4.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0
2984,Google Pixel,-0.3,,,,,,,,,,
3128,Google Pixel,0.25,,,,3.0,,,,,,
3144,Google Pixel,-0.125,,,,,,2.0,,,,
3712,Google Pixel,0.0,,,,,,,,,,
4416,Google Pixel,-0.375,,,4.0,1.0,5.0,2.0,,5.0,2.0,5.0
51,Google Pixel,0.6,,5.0,,,,,,,,
411,Google Pixel,0.2,,,,,,,,,,
777,Google Pixel,-0.4,,,,,,,2.0,,,
2597,Google Pixel,0.0,,,,,,,,,,
4032,Google Pixel,0.6,,,,,,,,,,
4140,Google Pixel,-0.125,,,,,,,,,,
4215,Google Pixel,-0.5,,2.0,,,,,,,,
4424,Google Pixel,-0.8,,,,,,,,,,
77,Google Pixel,0.6,,,,,4.0,5.0,,,,
374,Google Pixel,0.0,,,,,,,,,,
1444,Google Pixel,-0.4,,,,2.0,,,,,,
1674,Google Pixel,-0.5,,,,,,,,,,
1757,Google Pixel,1.0,,,,,,,,,,
1783,Google Pixel,0.0,,,,,,,,,,
2648,Google Pixel,-0.8,,1.0,,,,,,,,
2830,Google Pixel,-0.25,,,,,,,,,,
597,Google Pixel,0.1667,,,,,3.0,,,,,
948,Google Pixel,0.0,,,,,,,,,,
1358,Google Pixel,-0.5,,,,,,,,,,
2285,Google Pixel,-0.2,,,,,,,,,,
2966,Google Pixel,1.0,,,,5.0,,,,,,
3085,Google Pixel,0.2,,,,,,,,,,
3270,Google Pixel,-0.4,,,,,,2.0,5.0,3.0,5.0,5.0
3715,Google Pixel,-0.5,,,,5.0,5.0,5.0,4.0,2.0,5.0,5.0
4417,Google Pixel,0.375,3.0,2.0,4.0,3.0,,3.0,,,,
4457,Google Pixel,-0.7,,,5.0,2.0,5.0,5.0,,3.0,1.0,5.0
464,Google Pixel,0.6,,,,,,,,,,
712,Google Pixel,0.0,,,,,,1.0,,,,
855,Google Pixel,-0.5,,,,,3.0,,,,,
1h2wng8,Oppo Find X3 Pro,0.204,3.0,4.0,4.0,4.0,,4.0,,,5.0,
1h2wng8,Oppo Find X3 Pro,0.5625,3.0,3.0,4.0,4.0,,,,,,
1i55mvz,Oppo Find X3 Pro,0.2,,3.0,4.0,,,3.0,,,3.0,
1ic5n0r,Oppo Find X3 Pro,0.3,4.0,,,,,3.0,2.0,,,
1guqega,Oppo Find X3 Pro,0.105,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0
1hd5urv,Oppo Find X3 Pro,0.54,,4.0,,4.0,3.0,2.0,4.0,,5.0,
1ig95bx,Oppo Find X3 Pro,0.479,,,4.0,4.0,,,,,,
1hp4uyz,Oppo Find X3 Pro,0.373,3.0,3.0,,,,2.0,4.0,,,
1h86sn9,Oppo Find X3 Pro,0.734,4.0,,,,5.0,,5.0,,,
1hm2erb,Oppo Find X3 Pro,0.5714,2.0,,3.0,3.0,4.0,2.0,4.0,,,
1hy3b14,Oppo Find X3 Pro,0.15,,,,,,,,,,
1ic5n0r,Oppo Find X3 Pro,0.28,,,,,,,,,,
1i2katq,Oppo Find X3 Pro,0.191,5.0,,,,,3.0,,,,4.0
1h5s7ty,Oppo Find X3 Pro,0.05,3.0,2.0,3.0,2.0,2.0,2.0,,,,
1hwyo47,Oppo Find X3 Pro,0.0,3.0,,,,,,,,,
1hwyo47,Oppo Find X3 Pro,-0.2,,2.0,,,,3.0,,,,
1gzcjpi,Oppo Find X3 Pro,0.5,5.0,3.0,,3.0,4.0,3.0,4.0,,,
1h0znsf,Oppo Find X3 Pro,0.2,,3.0,,,,,3.0,,,
1idwt5l,Oppo Find X3 Pro,0.243,5.0,4.0,3.0,,3.0,4.0,,0.0,4.0,3.0
1h11tbz,Oppo Find X3 Pro,0.4,,4.0,,,,3.0,,,,
1he5ruz,Oppo Find X3 Pro,-0.2,,,,,,,,2.0,4.0,
1h2wng8,Oppo Find X3 Pro,0.25,,,,,,2.0,,,,
1hwnsix,Oppo Find X3 Pro,0.43,,,,4.0,,,,,,4.0
1hp4uyz,Oppo Find X3 Pro,-0.4,1.0,,,,,,,,,
1ic5n0r,Oppo Find X3 Pro,0.775,,4.0,,,,,,,4.0,
1iirunj,Oppo Find X3 Pro,0.15,,3.0,,4.0,3.0,3.0,,,4.0,
1ih3ri7,Oppo Find X3 Pro,-0.45,2.0,,,,,,,,,
1g568eo,Oppo Find X3 Pro,-0.5,,,,,,2.0,,,,
1i884fy,Oppo Find X3 Pro,0.4,,,,,,,,,,
1h5s7ty,Oppo Find X3 Pro,0.573,,5.0,,,,,3.0,,,
1h2wng8,Oppo Find X3 Pro,0.4,,,,,4.0,,,,,
1h2wng8,Oppo Find X3 Pro,-0.65,,2.0,,,,,,,,
1ic5n0r,Oppo Find X3 Pro,0.375,4.0,,,,,,,,,
1h2wng8,Oppo Find X3 Pro,-0.5,,1.0,,,,,,,,
1hc23n8,Oppo Find X3 Pro,0.483,3.0,,4.0,5.0,4.0,3.0,,,,5.0
1i55mvz,Oppo Find X3 Pro,0.3,3.0,,,,,,,,,
1hobizg,Oppo Find X3 Pro,0.05,,,,,4.0,,,,,
1ig95bx,Oppo Find X3 Pro,0.05,,,4.0,,,,,,,
1guqega,Oppo Find X3 Pro,0.6,,5.0,,,,3.0,,,,
1hjac5a,Oppo Find X3 Pro,-0.6,,,3.0,,,,,,,
1hp4uyz,Oppo Find X3 Pro,0.6,,4.0,,,,3.0,5.0,,,
1i3h80t,Oppo Find X3 Pro,0.1,,3.0,,,,,,,,2.0
1hvsynn,Oppo Find X3 Pro,0.157,,3.0,,,,,,,,
1hd5urv,Oppo Find X3 Pro,0.1,,,,,,,,,,
1he0oaa,Oppo Find X3 Pro,0.4,,4.0,,,,,,,,
1i3tzh1,Oppo Find X3 Pro,0.1,,3.0,,,,,,,,
1h11tbz,Oppo Find X3 Pro,0.2,,4.0,,,,3.0,,,,
1ianyrz,Oppo Find X3 Pro,-0.6,2.0,,,,,,,,,
1h2wng8,Oppo Find X3 Pro,0.3,,,,,4.0,3.0,4.0,,3.0,2.0
1i7kb0z,Oppo Find X3 Pro,0.18,5.0,4.0,3.0,4.0,3.0,2.0,3.0,,,
1gzcjpi,Oppo Find X3 Pro,-0.76,,,,,,,,,,
1h2wng8,Oppo Find X3 Pro,-0.425,,,,,,,,,,
1h0znsf,Oppo Find X3 Pro,0.9,,5.0,,5.0,4.0,5.0,5.0,,,
1h11tbz,Oppo Find X3 Pro,0.08,,,,,3.0,3.0,,,,3.0
1gzcjpi,Oppo Find X3 Pro,0.1,,,,,,,,,,
1hc23n8,Oppo Find X3 Pro,-0.6,3.0,4.0,,,4.0,2.0,,,,
1gy7xqa,Oppo Find X3 Pro,0.477,,,,,,,,,,
1hm2erb,Oppo Find X3 Pro,0.7,4.0,5.0,,,,,,,,
1h86sn9,Oppo Find X3 Pro,0.5,,,,,,,,,,
1ih3ri7,Oppo Find X3 Pro,0.8,,,,4.0,,5.0,,,5.0,
1idwj57,Oppo Find X3 Pro,0.1,,,3.0,3.0,3.0,3.0,,4.0,3.0,4.0
1id03qa,Oppo Find X3 Pro,0.2,,,4.0,,,,,,3.0,
1ihf12g,Oppo Find X3 Pro,0.15,3.0,,,3.0,,2.0,,,,
1gprxvr,Oppo Find X3 Pro,0.375,,3.0,,3.0,,,,,,
1hm2erb,Oppo Find X3 Pro,-0.6,,,,,,,,,,
1idwt5l,Oppo Find X3 Pro,0.151,,,,,,3.0,,,,
1gsm34a,Oppo Find X3 Pro,0.125,4.0,3.0,,,,,3.0,,,
1gprxvr,Oppo Find X3 Pro,0.5147,5.0,5.0,5.0,5.0,,4.0,5.0,,,
1gzcjpi,Oppo Find X3 Pro,0.6,3.0,4.0,4.0,3.0,3.0,5.0,,,,
1ih3ri7,Oppo Find X3 Pro,-0.2,3.0,,,,,,,,,
1idwt5l,Oppo Find X3 Pro,0.25,,,3.0,3.0,,,,,,
1gzcjpi,Oppo Find X3 Pro,-0.8,,,,,,,2.0,,,
1hp4uyz,Oppo Find X3 Pro,-0.05,,,,3.0,,,,,,
1ih3ri7,Oppo Find X3 Pro,-0.3,2.0,,3.0,3.0,,,,,,
1hm2erb,Oppo Find X3 Pro,0.6,,,,,,,,,,
1hjac5a,Oppo Find X3 Pro,-0.3,,,,4.0,,,,,,3.0
1ic5n0r,Oppo Find X3 Pro,0.8,,4.0,,,,,,,,
1hvsynn,Oppo Find X3 Pro,0.428,,4.0,,,,3.0,,,5.0,
1h5s7ty,Oppo Find X3 Pro,-0.233,,,,,,,,,,
1hobizg,Oppo Find X3 Pro,0.3375,,,,,,,,,3.0,
1h11tbz,Oppo Find X3 Pro,0.2,,5.0,,4.0,5.0,2.0,,,,
1idwt5l,Oppo Find X3 Pro,0.0,,,,4.0,,,,,,
1hy3b14,Oppo Find X3 Pro,0.0688,4.0,4.0,4.0,,3.0,,,,,
1gwa914,Oppo Find X3 Pro,0.4,,,,3.0,,,,,4.0,
1i55mvz,Oppo Find X3 Pro,0.625,,,,,,,,,,
1ic5n0r,Oppo Find X3 Pro,0.3333,4.0,3.0,,,,,3.0,,,
1gwa914,Oppo Find X3 Pro,0.34,,,,,,,2.0,,5.0,
1h4bdrw,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hwnsix,Oppo Find X3 Pro,-0.4,,,,,2.0,,,,,3.0
1i9pgpz,Oppo Find X3 Pro,0.255,,4.0,3.0,4.0,,5.0,,,,
1i3tzh1,Oppo Find X3 Pro,0.6,,4.0,,,,,,,5.0,
1i55mvz,Oppo Find X3 Pro,0.366,4.0,4.0,,,,,,,,
1i9pgpz,Oppo Find X3 Pro,0.0,,,,,,3.0,,,,
1hm2erb,Oppo Find X3 Pro,0.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
1i7kb0z,Oppo Find X3 Pro,0.85,,4.0,,,,,,,5.0,
1gwa914,Oppo Find X3 Pro,0.8,,4.0,,,,,,,,
1i7kb0z,Oppo Find X3 Pro,-0.5,,,,,,3.0,,,3.0,2.0
1hg0vsa,Oppo Find X3 Pro,0.3333,5.0,,,,,,,,,
1gwa914,Oppo Find X3 Pro,0.125,,,,,,,,,4.0,
1h6alxx,Oppo Find X3 Pro,0.52,5.0,4.0,,5.0,3.0,3.0,,,,
1hm2erb,Oppo Find X3 Pro,0.4,,,,,3.0,4.0,,,,
1h2wng8,Oppo Find X3 Pro,0.1,,2.0,,3.0,,,,,,
1hm2erb,Oppo Find X3 Pro,-0.1,4.0,,3.0,4.0,,3.0,,,,
1hwnsix,Oppo Find X3 Pro,0.2,3.0,,,,,,,,,
1gprxvr,Oppo Find X3 Pro,0.675,5.0,4.0,3.0,,5.0,,,,,
1h86sn9,Oppo Find X3 Pro,0.6,,,,5.0,,,5.0,,,
1hm2erb,Oppo Find X3 Pro,0.85,,,,,5.0,,,,,
1h86sn9,Oppo Find X3 Pro,0.78,,,,,5.0,,,,,
1hc23n8,Oppo Find X3 Pro,0.141,,3.0,3.0,,3.0,,,,,
1hobizg,Oppo Find X3 Pro,0.25,,4.0,,,,,5.0,3.0,5.0,
1h86sn9,Oppo Find X3 Pro,0.775,5.0,3.0,,,,4.0,,,,
1guqega,Oppo Find X3 Pro,0.5,,,,,,,,,,
1i55mvz,Oppo Find X3 Pro,0.25,,3.0,,,,,,,,
1idwt5l,Oppo Find X3 Pro,-0.6,,,,2.0,2.0,1.0,,,1.0,
1guqega,Oppo Find X3 Pro,-0.2333,,,,,,,4.0,,,
1he0oaa,Oppo Find X3 Pro,0.25,4.0,3.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,
1hc23n8,Oppo Find X3 Pro,0.1,,,3.0,,,,,,,
1h0znsf,Oppo Find X3 Pro,0.2,3.0,4.0,,,2.0,,3.0,,,
1h6alxx,Oppo Find X3 Pro,-0.7,,,,,,,,,,
1h0znsf,Oppo Find X3 Pro,0.25,,,,,,,,,,
1h86sn9,Oppo Find X3 Pro,0.9,,,,,,,,,,
1hbinok,Oppo Find X3 Pro,-0.3,4.0,,4.0,,,,,,,
1hc23n8,Oppo Find X3 Pro,-0.22,,3.0,,,,,,,,
1i3tzh1,Oppo Find X3 Pro,-0.0833,,,,,,4.0,,,,3.0
1hobizg,Oppo Find X3 Pro,0.6,,,4.0,,,,,,4.0,
1i55mvz,Oppo Find X3 Pro,0.17,,,,,,,,,3.0,
1if36qz,Oppo Find X3 Pro,0.2,,,,,,,3.0,,,
1hjac5a,Oppo Find X3 Pro,0.2,,,,,,,,,,
1gzcjpi,Oppo Find X3 Pro,0.2,,5.0,,,,,,,,
1h0znsf,Oppo Find X3 Pro,0.2,4.0,,,,,,,,,
1g568eo,Oppo Find X3 Pro,-0.8,,,,,,,,,,
1h6ib71,Oppo Find X3 Pro,0.0,,,,,,,,,,
1i56zyi,Oppo Find X3 Pro,0.0,,,,,,,,,,
1gwa914,Oppo Find X3 Pro,0.4,,,,,,,,,,
1i55mvz,Oppo Find X3 Pro,0.15,,2.0,,,,,,,,
1hm2erb,Oppo Find X3 Pro,0.9,,5.0,,,,,5.0,,5.0,
1h2wng8,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hjac5a,Oppo Find X3 Pro,0.483,,4.0,,4.0,,4.0,,,4.0,
1gwa914,Oppo Find X3 Pro,0.0,,,4.0,,,,,,,
1h6alxx,Oppo Find X3 Pro,-0.3,,,,,,2.0,,,,2.0
1h2wng8,Oppo Find X3 Pro,0.0,,,,,,,,,,
1i55mvz,Oppo Find X3 Pro,0.4,,,,,,,,,,4.0
1idwt5l,Oppo Find X3 Pro,0.0,,,,,,,,,,
1ig435n,Oppo Find X3 Pro,-0.1,,,,,,,,,,
1hy3b14,Oppo Find X3 Pro,0.45,,,,,,,,,,
1gzcjpi,Oppo Find X3 Pro,0.125,,,,,,,,,,
1if0pv4,Oppo Find X3 Pro,-0.25,,,,3.0,3.0,,,,,
1gy0jkr,Oppo Find X3 Pro,0.2,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0
1h4bdrw,Oppo Find X3 Pro,-0.2,3.0,3.0,,,,2.0,,,,
1idwt5l,Oppo Find X3 Pro,0.1,5.0,,2.0,,,,,,,4.0
1gsm34a,Oppo Find X3 Pro,0.6,,,,,,,,,,
1h2wng8,Oppo Find X3 Pro,0.25,,,,,,,,,,
1hd5urv,Oppo Find X3 Pro,0.6,,,,,,,,,,
1hm2erb,Oppo Find X3 Pro,0.5,,,,,4.0,,,,,
1i55mvz,Oppo Find X3 Pro,0.1,5.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0
1h6ib71,Oppo Find X3 Pro,-0.5,,3.0,,,,2.0,,,,
1hc23n8,Oppo Find X3 Pro,-0.05,,,,,,3.0,,,,
1i7kb0z,Oppo Find X3 Pro,0.25,,3.0,,,,,,,,
1guqega,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hbinok,Oppo Find X3 Pro,0.0,,,,,,,,,,
1gzcjpi,Oppo Find X3 Pro,0.6,4.0,,,,,,,,,
1hg0vsa,Oppo Find X3 Pro,0.083,2.0,,,,,,,,,
1hc23n8,Oppo Find X3 Pro,0.6,,,4.0,,,,,,,
1h6alxx,Oppo Find X3 Pro,0.5,,4.0,,,,,,,,
1gw9k25,Oppo Find X3 Pro,0.3,,,,,,,,,,
1h3m45h,Oppo Find X3 Pro,-0.25,,,,3.0,,2.0,,,,
1gzcjpi,Oppo Find X3 Pro,0.6,2.0,4.0,5.0,3.0,3.0,2.0,,4.0,5.0,4.0
1gzcjpi,Oppo Find X3 Pro,0.5,,,,,,,,,,
1ifqh1y,Oppo Find X3 Pro,0.6,,4.0,,,,,,,,
1hc23n8,Oppo Find X3 Pro,0.25,,4.0,,,5.0,,3.0,,,
1hm2erb,Oppo Find X3 Pro,0.8,,5.0,,,5.0,,,,,
1ichjrp,Oppo Find X3 Pro,0.3,4.0,3.0,,,,,,,,
1guqega,Oppo Find X3 Pro,-0.25,,4.0,,,,3.0,3.0,3.0,,
1hwnsix,Oppo Find X3 Pro,0.4,,,,4.0,,,,,,
1i9pgpz,Oppo Find X3 Pro,0.6,,,4.0,,,,,,,
1hg0vsa,Oppo Find X3 Pro,0.6,,,,,,,,,,
1gy7xqa,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hwnsix,Oppo Find X3 Pro,0.5,,,,,,,,,,
1if1coz,Oppo Find X3 Pro,0.5,5.0,4.0,,5.0,3.0,3.0,2.0,2.0,2.0,5.0
1guqega,Oppo Find X3 Pro,-0.55,,,,,,2.0,,,,1.0
1guqega,Oppo Find X3 Pro,0.4,,,,,,,,,,
1hvsynn,Oppo Find X3 Pro,0.5,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1hm2erb,Oppo Find X3 Pro,0.95,,,,,,5.0,,,,
1i55mvz,Oppo Find X3 Pro,-0.3,4.0,,,,3.0,2.0,,,,
1hc23n8,Oppo Find X3 Pro,-0.5714,,3.0,1.0,,1.0,,,,,
1hm2erb,Oppo Find X3 Pro,-0.75,,1.0,,,,2.0,,,,
1hobizg,Oppo Find X3 Pro,0.75,,5.0,,4.0,,,,,,
1gzcjpi,Oppo Find X3 Pro,-0.4,,,,,,,,,,
1h0znsf,Oppo Find X3 Pro,0.2,,,,,,,,,,
1igu6ek,Oppo Find X3 Pro,-0.3,4.0,,,,,,,,,
1if0pv4,Oppo Find X3 Pro,-0.1,,,,,,,,,,
1i2katq,Oppo Find X3 Pro,0.25,,3.0,,,,3.0,,,,
1i55mvz,Oppo Find X3 Pro,0.25,,3.0,,,,,,,,
1h5s7ty,Oppo Find X3 Pro,-0.08333333333333333,,,,,3.0,3.0,3.0,,,
1i55mvz,Oppo Find X3 Pro,0.625,,5.0,,,,,,,,
1id03qa,Oppo Find X3 Pro,0.2,,,,,,,,,,
1h0znsf,Oppo Find X3 Pro,0.2,,,,,,,,,,
1i11v2h,Oppo Find X3 Pro,-0.4,,,,,2.0,,,,,
1h86sn9,Oppo Find X3 Pro,0.6,,3.0,,4.0,,4.0,,,,
1igu6ek,Oppo Find X3 Pro,1.0,,5.0,,,,,,,,
1he0oaa,Oppo Find X3 Pro,0.8,,,,,,,,,5.0,
1gy0jkr,Oppo Find X3 Pro,-0.25,,,,,,,,,,
1hp4uyz,Oppo Find X3 Pro,0.3,3.0,5.0,,,,,,,,
1hc23n8,Oppo Find X3 Pro,-0.3,2.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0
1h2wng8,Oppo Find X3 Pro,0.5,3.0,3.0,3.0,3.0,,,,,,
1hy3b14,Oppo Find X3 Pro,-0.6,,1.0,,,,,,,,
1hm2erb,Oppo Find X3 Pro,0.125,,3.0,,,,2.0,,,,
1i55mvz,Oppo Find X3 Pro,0.5,,5.0,,,,,,,,
1h8wx4o,Oppo Find X3 Pro,0.2,3.0,,,,,,,,,
1i884fy,Oppo Find X3 Pro,0.4,,,,,4.0,,,,,
1idwt5l,Oppo Find X3 Pro,0.3,4.0,3.0,4.0,2.0,,3.0,4.0,4.0,,
1hwyo47,Oppo Find X3 Pro,0.5142857142857142,,3.0,4.0,,3.0,,,,,
1gsm34a,Oppo Find X3 Pro,0.6,,4.0,,,,,,,,
1gy7xqa,Oppo Find X3 Pro,0.6,,,,,,,,,,
1hc23n8,Oppo Find X3 Pro,0.75,,5.0,,,,,,,,
1h0znsf,Oppo Find X3 Pro,0.3,,,,,,,,,,
1g568eo,Oppo Find X3 Pro,0.5,,,,4.0,,,,,,
1hg0vsa,Oppo Find X3 Pro,0.3,,,,,,,,,,
1hc23n8,Oppo Find X3 Pro,-0.125,4.0,3.0,,,,,4.0,,,
1hala6r,Oppo Find X3 Pro,-0.2,,,,,,,,,,
1i9pgpz,Oppo Find X3 Pro,0.4,,3.0,,,,,,,,
1guqega,Oppo Find X3 Pro,0.07,,3.0,,,4.0,5.0,,,,
1he5ruz,Oppo Find X3 Pro,-0.6,,,,,,,,1.0,,
1h86sn9,Oppo Find X3 Pro,0.4737,,,,,,,,,,
1h3m45h,Oppo Find X3 Pro,-0.5,,,,,,,,,,
1iirunj,Oppo Find X3 Pro,0.833,,5.0,,4.0,,4.0,,,,
1ianyrz,Oppo Find X3 Pro,0.6,,,,,,,,,,
1h4bdrw,Oppo Find X3 Pro,0.1,,,,,,,,,,
1hy3b14,Oppo Find X3 Pro,-0.375,2.0,3.0,,,2.0,2.0,,,,
1he0oaa,Oppo Find X3 Pro,0.5,,,,,,,,,,
1hc23n8,Oppo Find X3 Pro,0.1,,2.0,,,,,,,,
1hc23n8,Oppo Find X3 Pro,0.6,,,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
1hwnsix,Oppo Find X3 Pro,0.8,,,,,,,,,,
1hvsynn,Oppo Find X3 Pro,0.25,,,,,4.0,,,,,3.0
1hm2erb,Oppo Find X3 Pro,0.6,,3.0,,,,,,,,
1igu6ek,Oppo Find X3 Pro,0.2,,,,,,,,,,
1i3tzh1,Oppo Find X3 Pro,0.75,,,4.0,3.0,3.0,,,,2.0,4.0
1i7kb0z,Oppo Find X3 Pro,0.0,,,,,,,,,,
1h6ib71,Oppo Find X3 Pro,-0.6,,,,,,,,,,
1he5ruz,Oppo Find X3 Pro,-0.2,,,,,,,,,,
1h6alxx,Oppo Find X3 Pro,-0.3,,4.0,,,,,,,,
1i55mvz,Oppo Find X3 Pro,0.4,,,,,,,3.0,,,
1h2wng8,Oppo Find X3 Pro,0.5,3.0,4.0,,,,,4.0,,,
1h6ib71,Oppo Find X3 Pro,-0.3,,,,,,,,,,
1h86sn9,Oppo Find X3 Pro,-0.2,,,,,,,2.0,,,
1hwyo47,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hm2erb,Oppo Find X3 Pro,0.883,5.0,4.0,,,,5.0,,,,
1hm2erb,Oppo Find X3 Pro,0.75,,4.0,,,,,3.0,,,
1gv8guy,Oppo Find X3 Pro,0.75,,,,,,,,,,
1hc23n8,Oppo Find X3 Pro,0.15,,4.0,,,,,,,,
1hm2erb,Oppo Find X3 Pro,-0.9,1.0,,,1.0,,,,,,
1h6alxx,Oppo Find X3 Pro,0.5,2.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0
1h8wx4o,Oppo Find X3 Pro,0.6,,,5.0,,,,,,,
1gwa914,Oppo Find X3 Pro,0.6,4.0,4.0,,,,,,,,
1gv8guy,Oppo Find X3 Pro,0.361,3.0,,,,,,,,,
1idwt5l,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hwnsix,Oppo Find X3 Pro,0.25,,3.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0
1heow1s,Oppo Find X3 Pro,0.2,,4.0,,,,,,,,
1h11tbz,Oppo Find X3 Pro,0.3,,4.0,,,,,,,2.0,
1ih3ri7,Oppo Find X3 Pro,0.0,,,,,,,,,,
1gzcjpi,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hp4uyz,Oppo Find X3 Pro,-0.3333333333333333,2.0,,,,,,,,,
1hp4uyz,Oppo Find X3 Pro,-0.5,2.0,,,,,,,,,
1ichjrp,Oppo Find X3 Pro,0.2,4.0,,,,,,,,,
1i9pgpz,Oppo Find X3 Pro,0.1,,,,,,,,,,
1hy3b14,Oppo Find X3 Pro,-0.6,,,,,,,,,,
1he5ruz,Oppo Find X3 Pro,0.125,,,,,3.0,,,2.0,,
1hy3b14,Oppo Find X3 Pro,0.0,,,,,,,,,,
1he5ruz,Oppo Find X3 Pro,-0.2,,,,,,,,,,
1hvsynn,Oppo Find X3 Pro,0.067,,2.0,,,,,,,,
1hc23n8,Oppo Find X3 Pro,-0.1,,3.0,,,,,,,,
1gzcjpi,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hwyo47,Oppo Find X3 Pro,0.0,,,,,,,,,,
1h6alxx,Oppo Find X3 Pro,-0.5,,2.0,3.0,,,,,,,
1gxwwmc,Oppo Find X3 Pro,0.9,,,5.0,,,,,,,
1gsm34a,Oppo Find X3 Pro,0.91,,,,5.0,,,,,5.0,0.0
1guqega,Oppo Find X3 Pro,-0.5,,,,,,,,,,
1hvsynn,Oppo Find X3 Pro,0.7,,4.0,,,,,,,,
1hy3b14,Oppo Find X3 Pro,-0.4,3.0,,,,,,,,,
1he0oaa,Oppo Find X3 Pro,0.4,,,,,,,,,,
1h6alxx,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hy3b14,Oppo Find X3 Pro,0.3,,4.0,3.0,,,,,,,
1h6alxx,Oppo Find X3 Pro,0.0,,,,,,,,,,
1h4bdrw,Oppo Find X3 Pro,0.0,,,,,,,,,,
1hg0vsa,Oppo Find X3 Pro,-0.1,,,,,,,,,,
1guqega,Oppo Find X3 Pro,0.0,,,,,,,2.0,,,
1gxwwmc,Oppo Find X3 Pro,-0.5,,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0
1guqega,Oppo Find X3 Pro,-0.5,,2.0,,,,,2.0,,,
1he5ruz,Oppo Find X3 Pro,-0.6,,,,,,,,,,
1h41f61,Oppo Find X3 Pro,0.5,,,,,,,,,,
1guqega,Oppo Find X3 Pro,0.4,,,,,3.0,4.0,,,,
1hwyo47,Oppo Find X3 Pro,0.2,,,,,,,,,,
1h0znsf,Oppo Find X3 Pro,0.4,,3.0,,,,,,,5.0,
1hm2erb,Oppo Find X3 Pro,-0.1,,,,,,,,,,
1ianyrz,Oppo Find X3 Pro,0.14,,,,,,,,,,
1hd5urv,Oppo Find X3 Pro,-0.4,,3.0,,,,,,,,
1i884fy,Oppo Find X3 Pro,0.8,,,,,4.0,,,,,
1id03qa,Oppo Find X3 Pro,0.0,3.0,2.0,4.0,3.0,4.0,3.0,,,,
